image,timestamp,top_tokens,top_probs
keyboard3-cat1,2024-02-08 11:14:25,"['H', 'B', 'A', 'D', 'G', 'M', 'C', 'F', 'K', 'J', 'L', 'E', 'N', 'P', 'I', 'O']","[0.8670552968978882, 0.058089081197977066, 0.01856638491153717, 0.015634464100003242, 0.01358345802873373, 0.010253331623971462, 0.00836852565407753, 0.0021830606274306774, 0.0020830908324569464, 0.0015480215661227703, 0.0008548987680114806, 0.00045759431668557227, 0.00030482353758998215, 0.00020625391334760934, 0.00019075367890764028, 9.081236930796877e-05]"
airplane10-car3,2024-02-08 11:14:25,"['G', 'A', 'C', 'B', 'D', 'H', 'F', 'K', 'L', 'E', 'N', 'M', 'J', 'P', 'O', 'I']","[0.8954854011535645, 0.033131714910268784, 0.03211235627532005, 0.022418038919568062, 0.008642924018204212, 0.0016495308373123407, 0.0015019149286672473, 0.0010988244321197271, 0.000954675255343318, 0.0008424979750998318, 0.0005790397408418357, 0.00047259850543923676, 0.000385723658837378, 0.0002267552335979417, 0.00011051167530240491, 9.161739581031725e-05]"
keyboard2-knife1,2024-02-08 11:14:25,"['M', 'C', 'A', 'N', 'B', 'D', 'P', 'G', 'K', 'F', 'J', 'L', 'H', 'E', 'O', 'I']","[0.8595370650291443, 0.03281116485595703, 0.03034537099301815, 0.02326660230755806, 0.018120048567652702, 0.014334137551486492, 0.011163437739014626, 0.0027357181534171104, 0.0015587650705128908, 0.0010222630808129907, 0.0009908113861456513, 0.0009163508075289428, 0.0005734376609325409, 0.0005645473138429224, 0.0004003240028396249, 0.00037606959813274443]"
elephant2-airplane3,2024-02-08 11:14:25,"['L', 'B', 'D', 'A', 'C', 'M', 'G', 'K', 'P', 'H', 'F', 'J', 'E', 'R', 'I', 'N']","[0.9303411245346069, 0.030855080112814903, 0.012662899680435658, 0.01049791183322668, 0.008435308933258057, 0.0023060853127390146, 0.0013556774938479066, 0.0010724292369559407, 0.0004134582995902747, 0.00035921880044043064, 0.0003374548105057329, 0.00032707242644391954, 0.00024305956321768463, 0.00019530387362465262, 0.00018062653543893248, 0.0001521028025308624]"
keyboard8-airplane2,2024-02-08 11:14:26,"['A', 'B', 'C', 'D', 'P', 'M', 'G', 'E', 'F', 'K', 'H', 'J', 'N', 'O', 'L', 'I']","[0.2954755425453186, 0.2301165908575058, 0.1657467484474182, 0.0770794078707695, 0.06291037052869797, 0.06002949923276901, 0.052154529839754105, 0.015906233340501785, 0.013819576241075993, 0.006327062379568815, 0.004775917157530785, 0.004214731976389885, 0.0038375575095415115, 0.0036050514318048954, 0.001526474836282432, 0.0010994786862283945]"
oven10-cat2,2024-02-08 11:14:26,"['O', 'P', 'A', 'B', 'C', 'N', 'D', 'M', 'E', 'L', 'K', 'Q', 'G', 'H', 'J', 'F']","[0.9859400987625122, 0.007411038503050804, 0.002684100065380335, 0.0007934185559861362, 0.0005368537968024611, 0.0005285306833684444, 0.000496508611831814, 0.00037478440208360553, 0.000213545688893646, 0.00011793113662861288, 0.00011793113662861288, 0.0001024603407131508, 9.776834485819563e-05, 9.32912080315873e-05, 8.232919935835525e-05, 7.152885518735275e-05]"
keyboard3-car2,2024-02-08 11:14:26,"['G', 'B', 'A', 'C', 'D', 'F', 'P', 'K', 'H', 'L', 'N', 'M', 'E', 'J', 'O', 'W']","[0.9492124319076538, 0.012136987410485744, 0.010544798336923122, 0.010544798336923122, 0.006102860439568758, 0.0033703199587762356, 0.0014270831597968936, 0.001201724517159164, 0.001201724517159164, 0.0010772189125418663, 0.0007288827910088003, 0.0006955047720111907, 0.0006332643097266555, 0.00043523579370230436, 0.00014808151172474027, 7.926232501631603e-05]"
bottle6-oven3,2024-02-08 11:14:27,"['M', 'B', 'P', 'D', 'A', 'F', 'C', 'G', 'J', 'N', 'K', 'O', 'E', 'H', 'L', 'I']","[0.86772620677948, 0.034713417291641235, 0.02241266705095768, 0.021386316046118736, 0.020728327333927155, 0.018580753356218338, 0.006522458046674728, 0.0022541009820997715, 0.0010002512717619538, 0.0009694767650216818, 0.0007204539724625647, 0.0006162369390949607, 0.0005523912259377539, 0.00048748357221484184, 0.00036797189386561513, 0.0002129658096237108]"
car3-boat1,2024-02-08 11:14:27,"['G', 'A', 'C', 'B', 'D', 'F', 'E', 'H', 'L', 'K', 'N', 'M', 'J', 'P', 'O', 'W']","[0.9896518588066101, 0.002530971309170127, 0.002530971309170127, 0.001535111921839416, 0.0012726524146273732, 0.0004906511749140918, 0.0004537781933322549, 0.0004004578513558954, 0.00027096332632936537, 0.00018623020150698721, 0.00016179958765860647, 0.0001383945345878601, 9.661495278123766e-05, 5.0123177061323076e-05, 3.554265640559606e-05, 3.136628583888523e-05]"
bicycle4-airplane1,2024-02-08 11:14:27,"['C', 'A', 'B', 'D', 'G', 'E', 'F', 'M', 'J', 'K', 'H', 'P', 'L', 'N', 'I', 'R']","[0.9915620684623718, 0.00481221079826355, 0.0019749272614717484, 0.0013363027246668935, 4.295537291909568e-05, 3.732027835212648e-05, 3.34536780428607e-05, 3.192172516719438e-05, 2.3722212063148618e-05, 1.9666404114104807e-05, 1.906133365991991e-05, 1.8765813365462236e-05, 1.2116120160499122e-05, 1.2116120160499122e-05, 1.1205579539819155e-05, 6.384746484400239e-06]"
chair1-bear1,2024-02-08 11:14:27,"['B', 'C', 'A', 'D', 'H', 'G', 'F', 'K', 'E', 'M', 'I', 'J', 'L', 'P', 'N', 'R']","[0.8805386424064636, 0.04315976798534393, 0.041183341294527054, 0.022043853998184204, 0.006936406716704369, 0.001753798220306635, 0.001699839485809207, 0.0005348781705833972, 0.0004946815315634012, 0.0003792854549828917, 0.0003453433164395392, 0.00027318907086737454, 0.00016059954941738397, 0.0001508693239884451, 5.908127423026599e-05, 4.637342499336228e-05]"
bear5-bicycle3,2024-02-08 11:14:28,"['B', 'C', 'A', 'D', 'F', 'E', 'P', 'G', 'H', 'M', 'K', 'R', 'L', 'J', 'W', 'T']","[0.9936622381210327, 0.0031626091804355383, 0.0021067520137876272, 0.0009203717345371842, 4.172195986029692e-05, 1.6857196897035465e-05, 1.5590358088957146e-05, 1.1055219147237949e-05, 1.0548963473411277e-05, 9.756196959642693e-06, 5.825691005156841e-06, 4.466712198336609e-06, 4.163433914072812e-06, 3.424747319513699e-06, 3.022328655788442e-06, 2.7091980427940143e-06]"
clock1-truck3,2024-02-08 11:14:28,"['G', 'A', 'E', 'C', 'B', 'D', 'I', 'H', 'F', 'O', 'N', 'J', 'M', 'K', 'L', 'P']","[0.41419604420661926, 0.18963277339935303, 0.1323850154876709, 0.0731099396944046, 0.04946866258978844, 0.041010960936546326, 0.021611258387565613, 0.019071869552135468, 0.01290467195212841, 0.010369195602834225, 0.010050168260931969, 0.006907372735440731, 0.006800284143537283, 0.005908188875764608, 0.0035834978334605694, 0.001830271678045392]"
oven6-oven3,2024-02-08 11:14:28,"['O', 'P', 'A', 'B', 'C', 'D', 'N', 'M', 'E', 'K', 'G', 'J', 'L', 'Q', 'H', 'F']","[0.9785726070404053, 0.010053995065391064, 0.005910438019782305, 0.0012196878669783473, 0.0009206687682308257, 0.0006735756178386509, 0.0005412331665866077, 0.00042151284287683666, 0.0003386950702406466, 0.00016506679821759462, 0.00014341251517180353, 0.0001390001707477495, 0.00012855416571255773, 0.00012459895515348762, 0.00011523519788170233, 0.00010657514212653041]"
airplane6-keyboard3,2024-02-08 11:14:28,"['N', 'M', 'A', 'D', 'C', 'B', 'P', 'K', 'G', 'O', 'H', 'E', 'J', 'F', 'L', 'I']","[0.5317681431770325, 0.3029923141002655, 0.10636031627655029, 0.03243806213140488, 0.01580904982984066, 0.006387433502823114, 0.0014476730721071362, 0.00043467027717269957, 0.00038963594124652445, 0.0002555295068304986, 0.00024382793344557285, 0.00022905514924786985, 0.00018989338423125446, 0.00017289990501012653, 0.0001599062525201589, 0.00011517615348566324]"
keyboard6-car2,2024-02-08 11:14:29,"['G', 'C', 'B', 'A', 'D', 'F', 'L', 'H', 'K', 'N', 'M', 'E', 'J', 'P', 'O', 'W']","[0.9567791223526001, 0.01079623680561781, 0.009830085560679436, 0.008149427361786366, 0.005180090665817261, 0.0029057676438242197, 0.001230379450134933, 0.0011029050219804049, 0.0009001648868434131, 0.0006585746305063367, 0.0006284163100644946, 0.0005375129985623062, 0.0003694269107654691, 0.0003636994806583971, 0.00010584257688606158, 6.727763684466481e-05]"
clock7-dog2,2024-02-08 11:14:29,"['J', 'D', 'A', 'B', 'C', 'H', 'G', 'K', 'M', 'I', 'L', 'N', 'F', 'E', 'Q', 'P']","[0.9756703972816467, 0.010182034224271774, 0.005711603444069624, 0.005450050346553326, 0.0013355922419577837, 0.0003767210873775184, 0.00036513060331344604, 0.00015951374371070415, 0.0001498492929385975, 0.00011311218258924782, 8.538155816495419e-05, 6.246648263186216e-05, 6.0544585721800104e-05, 5.868182779522613e-05, 3.61528254870791e-05, 3.0923150916351005e-05]"
bicycle4-clock3,2024-02-08 11:14:29,"['C', 'J', 'A', 'D', 'B', 'G', 'K', 'M', 'I', 'F', 'H', 'E', 'N', 'Q', 'L', 'P']","[0.6358454823493958, 0.2911112606525421, 0.028377044945955276, 0.0238958690315485, 0.01721154898405075, 0.0010499112540856004, 0.0010018321918323636, 0.00026545909349806607, 0.00024170328106265515, 0.0002133023808710277, 0.0001912030129460618, 0.00011240245657972991, 9.174020669888705e-05, 8.223540498875082e-05, 7.0339665398933e-05, 4.0709473978495225e-05]"
elephant3-oven1,2024-02-08 11:14:30,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'P', 'H', 'M', 'J', 'N', 'O', 'K', 'L', 'I']","[0.9097718596458435, 0.03419036790728569, 0.02386872097849846, 0.01318155974149704, 0.01075847540050745, 0.0029875205364078283, 0.0016758473357185721, 0.001116354949772358, 0.0005191532545723021, 0.00033519056160002947, 0.0002822587557602674, 0.00025699951220303774, 0.00019399341545067728, 0.00019098582561127841, 0.00018510980589780957, 0.00016082618094515055]"
cat3-oven2,2024-02-08 11:14:30,"['M', 'H', 'B', 'A', 'D', 'G', 'C', 'F', 'K', 'J', 'L', 'N', 'E', 'P', 'I', 'W']","[0.5824873447418213, 0.3216800391674042, 0.03443875163793564, 0.018147947266697884, 0.0178665891289711, 0.01678410731256008, 0.003745040390640497, 0.0011969867628067732, 0.0008487907471135259, 0.0006714487681165338, 0.0006113610579632223, 0.0003650603466667235, 0.00035940061206929386, 0.00016199455421883613, 8.94618860911578e-05, 8.94618860911578e-05]"
bird1-bear1,2024-02-08 11:14:30,"['D', 'B', 'A', 'C', 'H', 'F', 'E', 'G', 'J', 'K', 'M', 'L', 'I', 'P', 'N', 'R']","[0.9661905169487, 0.021014990285038948, 0.00977287907153368, 0.0025098826736211777, 0.00011027655273210257, 0.00010040793858934194, 6.185953679960221e-05, 5.291126581141725e-05, 2.3848975615692325e-05, 2.2756854377803393e-05, 2.1046649635536596e-05, 1.9163191609550267e-05, 1.664927003730554e-05, 1.4020089110999834e-05, 9.635857168177608e-06, 9.052050700120162e-06]"
elephant1-boat2,2024-02-08 11:14:30,"['L', 'A', 'D', 'C', 'B', 'G', 'M', 'I', 'E', 'P', 'H', 'J', 'K', 'F', 'R', 'N']","[0.9890167713165283, 0.0030036745592951775, 0.0025691785849630833, 0.001441178610548377, 0.0012718357611447573, 0.0009905067272484303, 0.000521960377227515, 0.00015672091103624552, 0.00014954413927625865, 0.00014722566993441433, 0.0001426960079697892, 0.00012992620759177953, 0.00012016208347631618, 6.846629548817873e-05, 6.740482058376074e-05, 6.431813380913809e-05]"
cat5-car2,2024-02-08 11:14:31,"['G', 'H', 'B', 'A', 'C', 'D', 'F', 'L', 'K', 'J', 'N', 'M', 'E', 'P', 'O', 'W']","[0.9279325604438782, 0.023967748507857323, 0.01699567772448063, 0.008956093341112137, 0.008680542930960655, 0.007196422666311264, 0.002194784814491868, 0.000929330475628376, 0.0008330464479513466, 0.0004254784726072103, 0.00039970004581846297, 0.00039350325823761523, 0.00039350325823761523, 0.00014030790771357715, 8.248276571976021e-05, 7.39370661904104e-05]"
elephant1-dog2,2024-02-08 11:14:31,"['L', 'D', 'A', 'C', 'B', 'G', 'M', 'K', 'H', 'I', 'J', 'E', 'P', 'R', 'F', 'N']","[0.995243489742279, 0.0013838403392583132, 0.0009660761570557952, 0.0007179268868640065, 0.00042204742203466594, 0.00025201603421010077, 0.0002122187870554626, 0.00016271378262899816, 0.00012871720537077636, 0.0001050559149007313, 9.271151793655008e-05, 7.220380939543247e-05, 5.801738370792009e-05, 4.518398782238364e-05, 3.204024687875062e-05, 3.0573013646062464e-05]"
chair8-keyboard3,2024-02-08 11:14:31,"['M', 'A', 'B', 'D', 'C', 'P', 'N', 'G', 'J', 'K', 'L', 'H', 'F', 'E', 'I', 'Q']","[0.9641268253326416, 0.012919306755065918, 0.008341331034898758, 0.004980836529284716, 0.003940165974199772, 0.0014270334504544735, 0.0012993288692086935, 0.0005009358865208924, 0.0004490360151976347, 0.0003664925170596689, 0.000318414211506024, 0.00019925853121094406, 0.00018428399926051497, 0.00017043483967427164, 0.00013273479999043047, 0.00010833498527063057]"
truck9-truck3,2024-02-08 11:14:31,"['P', 'C', 'A', 'B', 'D', 'F', 'G', 'E', 'M', 'O', 'N', 'K', 'R', 'H', 'L', 'J']","[0.9915863275527954, 0.0038068650756031275, 0.001770356553606689, 0.001422521541826427, 0.0007152887410484254, 0.00019862852059304714, 0.00016989595314953476, 5.515714656212367e-05, 4.944254396832548e-05, 2.998841773660388e-05, 2.9065771741443314e-05, 2.486127232259605e-05, 2.1264973838697188e-05, 1.9666884327307343e-05, 1.7355965610477142e-05, 1.1561565770534799e-05]"
bottle7-boat3,2024-02-08 11:14:32,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'P', 'H', 'M', 'J', 'N', 'K', 'L', 'I', 'O']","[0.9509552121162415, 0.01714732125401497, 0.013564647175371647, 0.009178300388157368, 0.006019275635480881, 0.0009980937466025352, 0.0005259584868326783, 0.00037883364711888134, 0.0002728636609390378, 0.00017617401317693293, 0.00013092141307424754, 0.00010685494635254145, 9.882466110866517e-05, 8.19285269244574e-05, 7.344025652855635e-05, 5.047470403951593e-05]"
bird9-keyboard1,2024-02-08 11:14:32,"['D', 'M', 'A', 'B', 'C', 'F', 'N', 'E', 'J', 'P', 'G', 'L', 'K', 'H', 'I', 'W']","[0.5582438707351685, 0.4148516058921814, 0.01312863826751709, 0.010715282522141933, 0.0018913595704361796, 0.00027676703757606447, 0.00011537367390701547, 0.00011537367390701547, 9.270535520045087e-05, 9.270535520045087e-05, 9.126808436121792e-05, 6.997767195571214e-05, 5.9855075960513204e-05, 5.8013523812405765e-05, 2.6148745746468194e-05, 2.495130684110336e-05]"
clock8-bear2,2024-02-08 11:14:32,"['J', 'D', 'A', 'B', 'C', 'H', 'G', 'M', 'K', 'I', 'L', 'N', 'F', 'E', 'Q', 'P']","[0.9815784692764282, 0.008761893026530743, 0.00468990346416831, 0.0025498562026768923, 0.0009678163332864642, 0.0003241778176743537, 0.0002998154959641397, 0.00016557384515181184, 0.00011740942863980308, 0.00010524514073040336, 7.462997746188194e-05, 5.9966867411276326e-05, 5.722078640246764e-05, 5.1292383432155475e-05, 2.9225519028841518e-05, 2.832634527294431e-05]"
dog9-car1,2024-02-08 11:14:33,"['G', 'C', 'B', 'A', 'D', 'F', 'K', 'H', 'L', 'J', 'E', 'M', 'N', 'P', 'O', 'I']","[0.9273639917373657, 0.02250181883573532, 0.022152960300445557, 0.010302083566784859, 0.007655858062207699, 0.0026874591130763292, 0.0016817688010632992, 0.0015553819248452783, 0.001174063771031797, 0.0005812037270516157, 0.000563321984373033, 0.0005129104829393327, 0.00041862536454573274, 0.00024997262516990304, 9.195978782372549e-05, 7.865737279644236e-05]"
keyboard2-bottle1,2024-02-08 11:14:33,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'M', 'N', 'L', 'J', 'K', 'I', 'R']","[0.9906231760978699, 0.003304248908534646, 0.002306737471371889, 0.002201104536652565, 0.0009767342125996947, 0.00017787649994716048, 8.534608059562743e-05, 7.186860602814704e-05, 6.0519429098349065e-05, 2.602908352855593e-05, 1.8457383703207597e-05, 1.7070289686671458e-05, 1.6036052329582162e-05, 1.5301708117476664e-05, 1.3503710761142429e-05, 9.879525350697804e-06]"
chair1-chair1,2024-02-08 11:14:33,"['I', 'A', 'C', 'E', 'D', 'B', 'J', 'H', 'G', 'M', 'L', 'F', 'N', 'K', 'P', 'O']","[0.8999266624450684, 0.0532069094479084, 0.015484093688428402, 0.008551128208637238, 0.0070891352370381355, 0.0041028764098882675, 0.0033486702013760805, 0.0015093638794496655, 0.0013113579479977489, 0.0010871540289372206, 0.0009898649295791984, 0.0007589558372274041, 0.0007356051937676966, 0.0005298365722410381, 0.0003641509683802724, 0.00033678460749797523]"
boat4-boat3,2024-02-08 11:14:33,"['E', 'A', 'D', 'C', 'B', 'F', 'O', 'G', 'I', 'H', 'N', 'L', 'J', 'K', 'M', 'P']","[0.8927598595619202, 0.048816464841365814, 0.021326333284378052, 0.01253710500895977, 0.011594926007091999, 0.0026693036779761314, 0.002111592795699835, 0.0020466260612010956, 0.0016445101937279105, 0.0010291081853210926, 0.0007647682796232402, 0.0005094454973004758, 0.0005094454973004758, 0.00046385539462789893, 0.00042234515422023833, 0.00026429686113260686]"
oven2-bird2,2024-02-08 11:14:34,"['O', 'P', 'A', 'C', 'M', 'B', 'N', 'G', 'D', 'E', 'K', 'F', 'H', 'J', 'L', 'I']","[0.8794411420822144, 0.06078916788101196, 0.028714768588542938, 0.006210004910826683, 0.005068458151072264, 0.004472898319363594, 0.0037665581330657005, 0.0031225865241140127, 0.0025485807564109564, 0.0019237697124481201, 0.000982565339654684, 0.0007301805890165269, 0.00042259611655026674, 0.00039699231274425983, 0.00035034443135373294, 0.00021923999884165823]"
boat2-keyboard1,2024-02-08 11:14:34,"['F', 'N', 'D', 'A', 'M', 'B', 'P', 'C', 'G', 'E', 'O', 'H', 'K', 'J', 'I', 'L']","[0.5303508639335632, 0.08133194595575333, 0.07760747522115707, 0.06433886289596558, 0.062359362840652466, 0.047812581062316895, 0.047812581062316895, 0.042858924716711044, 0.01901853084564209, 0.014355940744280815, 0.003203243250027299, 0.0023435428738594055, 0.0023435428738594055, 0.0017145724268630147, 0.0006714362534694374, 0.0006507782964035869]"
elephant8-airplane3,2024-02-08 11:14:34,"['M', 'F', 'B', 'D', 'A', 'C', 'P', 'G', 'E', 'N', 'J', 'K', 'H', 'L', 'O', 'I']","[0.42202723026275635, 0.16787083446979523, 0.14136141538619995, 0.0927070751786232, 0.08441074937582016, 0.04311279579997063, 0.030571550130844116, 0.005744224414229393, 0.002980064367875457, 0.002146459650248289, 0.0015951134264469147, 0.0015460369177162647, 0.0011853877222165465, 0.0006054367404431105, 0.0005260125617496669, 0.00047893988084979355]"
bird3-dog1,2024-02-08 11:14:34,"['D', 'B', 'A', 'C', 'F', 'E', 'G', 'H', 'J', 'L', 'M', 'K', 'I', 'P', 'N', 'R']","[0.9702460765838623, 0.014279140159487724, 0.012213596142828465, 0.0026829708367586136, 0.00011248333612456918, 8.898164378479123e-05, 5.2309602324385196e-05, 4.762844037031755e-05, 4.073876334587112e-05, 3.273451147833839e-05, 3.123549322481267e-05, 2.9343029382289387e-05, 2.799931462504901e-05, 2.0807323380722664e-05, 1.5462690498679876e-05, 1.1948641258641146e-05]"
bird7-boat1,2024-02-08 11:14:35,"['D', 'A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J', 'M', 'L', 'K', 'N', 'P', 'O']","[0.902758777141571, 0.06143350526690483, 0.020258622244000435, 0.011364055797457695, 0.003058594185858965, 0.00032237343839369714, 0.0002800829242914915, 7.900101627456024e-05, 6.863727321615443e-05, 5.100688576931134e-05, 4.501342118601315e-05, 3.9724203816149384e-05, 3.850201755994931e-05, 3.142443165415898e-05, 2.9520519092329778e-05, 2.028913877438754e-05]"
keyboard9-bird1,2024-02-08 11:14:35,"['M', 'A', 'B', 'D', 'C', 'P', 'G', 'L', 'N', 'J', 'K', 'E', 'H', 'I', 'F', 'The']","[0.9841465353965759, 0.006949361879378557, 0.0037197251804172993, 0.0025565270334482193, 0.0011888956651091576, 0.0003459883446339518, 0.00011771659774240106, 0.0001140948515967466, 0.00010227395250694826, 0.00010227395250694826, 9.607749234419316e-05, 7.965103577589616e-05, 7.252309296745807e-05, 4.8310797865269706e-05, 4.4680182327283546e-05, 3.70411726180464e-05]"
boat1-car2,2024-02-08 11:14:35,"['G', 'C', 'B', 'A', 'D', 'F', 'H', 'L', 'K', 'E', 'N', 'M', 'J', 'P', 'O', 'W']","[0.9772956967353821, 0.00554509786888957, 0.004318526946008205, 0.004251574166119099, 0.003014817601069808, 0.0016137155471369624, 0.0008242052863352001, 0.0007049801060929894, 0.0005405269912444055, 0.0003893269458785653, 0.0003600686031859368, 0.00032784618088044226, 0.0002474712673574686, 0.00014777184696868062, 6.355588266160339e-05, 5.6971122830873355e-05]"
cat9-bicycle1,2024-02-08 11:14:36,"['C', 'A', 'B', 'D', 'G', 'M', 'F', 'E', 'K', 'J', 'N', 'P', 'H', 'L', 'I', 'O']","[0.9349088668823242, 0.03005259670317173, 0.017945224419236183, 0.010385899804532528, 0.0021432514768093824, 0.0019514525774866343, 0.000695811933837831, 0.0003903150500264019, 0.0002992649679072201, 0.00022945442469790578, 0.00020249278168193996, 0.00019321998115628958, 0.00017869925068225712, 8.985563181340694e-05, 8.054607314988971e-05, 3.602242941269651e-05]"
elephant4-chair3,2024-02-08 11:14:36,"['I', 'A', 'C', 'D', 'E', 'B', 'J', 'M', 'H', 'G', 'N', 'L', 'F', 'K', 'P', 'O']","[0.8993963599205017, 0.054012950509786606, 0.01431200746446848, 0.007424971554428339, 0.007309858687222004, 0.00457439199090004, 0.002953449496999383, 0.0024870538618415594, 0.0014170805225148797, 0.0013312239898368716, 0.001121003064326942, 0.0011036234209313989, 0.0006094787386246026, 0.00048213740228675306, 0.0003814020601566881, 0.0003639363858383149]"
dog1-bird1,2024-02-08 11:14:36,"['K', 'C', 'B', 'L', 'A', 'D', 'J', 'G', 'M', 'H', 'P', 'N', 'F', 'I', 'Q', 'E']","[0.9637957215309143, 0.015336788259446621, 0.005468499846756458, 0.005300252232700586, 0.004677456337958574, 0.0011462598340585828, 0.0011109932092949748, 0.001093768747523427, 0.0007517356425523758, 0.000276548060355708, 0.0002597928687464446, 0.00015035657270345837, 8.701971091795713e-05, 7.102341623976827e-05, 6.568591925315559e-05, 6.466755439760163e-05]"
dog8-oven3,2024-02-08 11:14:36,"['L', 'I', 'A', 'D', 'C', 'B', 'M', 'O', 'G', 'E', 'J', 'H', 'P', 'N', 'K', 'F']","[0.9481729865074158, 0.013315277174115181, 0.01156851276755333, 0.0069078742526471615, 0.004060930106788874, 0.0038749664090573788, 0.003697518492117524, 0.0016666022129356861, 0.0016407640650868416, 0.0010593568440526724, 0.0009496014099568129, 0.0006839722045697272, 0.0005582418525591493, 0.000524419650901109, 0.0004627987800631672, 0.00036610395181924105]"
airplane10-knife3,2024-02-08 11:14:37,"['N', 'M', 'A', 'C', 'D', 'P', 'B', 'G', 'K', 'H', 'O', 'L', 'E', 'J', 'F', 'I']","[0.9689308404922485, 0.014944124966859818, 0.005245881155133247, 0.0037784662563353777, 0.0028521360363811255, 0.001526638399809599, 0.000688109896145761, 0.0003353579668328166, 0.00027371119358576834, 0.00020986163872294128, 0.0002002513938350603, 0.00017128408944699913, 0.00010887479584198445, 9.60816687438637e-05, 9.459206194151193e-05, 8.218300354201347e-05]"
cat5-airplane2,2024-02-08 11:14:37,"['H', 'B', 'A', 'D', 'C', 'G', 'F', 'K', 'E', 'J', 'L', 'M', 'I', 'N', 'P', 'Y']","[0.9039155840873718, 0.04790577292442322, 0.017350321635603905, 0.01211247593164444, 0.00794355571269989, 0.0067944834008812904, 0.0013379129813984036, 0.0005239343154244125, 0.00048456000513397157, 0.00040171435102820396, 0.00029852872830815613, 0.000164863231475465, 0.00013882876373827457, 9.999461326515302e-05, 7.787588401697576e-05, 6.980748730711639e-05]"
elephant7-clock2,2024-02-08 11:14:37,"['J', 'D', 'B', 'A', 'C', 'L', 'H', 'G', 'M', 'I', 'K', 'F', 'E', 'N', 'Q', 'P']","[0.9442843794822693, 0.0267872866243124, 0.013055081479251385, 0.010655246675014496, 0.0017946362495422363, 0.00087463587988168, 0.0006499742157757282, 0.000591808173339814, 0.00035894985194317997, 0.0002013526245718822, 0.00018915328837465495, 0.00011472725600469857, 8.934968354878947e-05, 7.068141712807119e-05, 5.012063047615811e-05, 3.964867937611416e-05]"
dog8-bottle2,2024-02-08 11:14:38,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'P', 'H', 'M', 'J', 'K', 'N', 'L', 'I', 'O']","[0.9437528848648071, 0.027622049674391747, 0.01478501781821251, 0.006260370370000601, 0.005700131878256798, 0.0006296220235526562, 0.00033178747980855405, 0.00020123927970416844, 0.00018611591076478362, 7.288403867278248e-05, 6.95464332238771e-05, 5.088125544716604e-05, 4.931580770062283e-05, 4.855123916058801e-05, 3.6648398236138746e-05, 2.4604569262010045e-05]"
bottle3-chair3,2024-02-08 11:14:38,"['F', 'I', 'A', 'D', 'B', 'C', 'E', 'M', 'J', 'G', 'H', 'N', 'O', 'P', 'K', 'L']","[0.7593488097190857, 0.07518571615219116, 0.05675315111875534, 0.039620086550712585, 0.021880289539694786, 0.015038087032735348, 0.014804945327341557, 0.003984696697443724, 0.003103284863755107, 0.002613227814435959, 0.0020672332029789686, 0.0017407850828021765, 0.0009918694850057364, 0.0009173293365165591, 0.0006817012326791883, 0.0005145750474184752]"
bottle6-chair2,2024-02-08 11:14:38,"['I', 'A', 'F', 'C', 'E', 'D', 'B', 'H', 'J', 'G', 'N', 'M', 'L', 'O', 'K', 'P']","[0.8639012575149536, 0.04040519893169403, 0.029561074450612068, 0.024127047508955002, 0.016072077676653862, 0.013117646798491478, 0.005820920690894127, 0.001693984610028565, 0.001361154718324542, 0.0010436336742714047, 0.0006329957395792007, 0.0005586167681030929, 0.0003961186157539487, 0.0002557534317020327, 0.0002328661212231964, 0.0002292558638146147]"
keyboard7-chair3,2024-02-08 11:14:38,"['I', 'A', 'C', 'E', 'D', 'B', 'J', 'M', 'H', 'G', 'N', 'L', 'F', 'K', 'P', 'O']","[0.9481427669525146, 0.024875417351722717, 0.008732092566788197, 0.004898260347545147, 0.004390772432088852, 0.0020102420821785927, 0.001719451043754816, 0.0010593230836093426, 0.0008122111903503537, 0.0006629074923694134, 0.0006035840488038957, 0.0005582240410149097, 0.00033333079773001373, 0.0002987958141602576, 0.0002186036726925522, 0.00018992616969626397]"
knife1-bird2,2024-02-08 11:14:39,"['N', 'M', 'A', 'C', 'P', 'D', 'B', 'K', 'H', 'G', 'O', 'L', 'E', 'S', 'I', 'J']","[0.9840332865715027, 0.0037192972376942635, 0.0036048663314431906, 0.0034397875424474478, 0.001990796299651265, 0.0010167992440983653, 0.0004172935732640326, 0.00022687857563141733, 0.00019405953935347497, 0.00018808893219102174, 0.00018517290300223976, 0.0001292715169256553, 0.00011587823973968625, 0.00011408171849325299, 9.911591041600332e-05, 7.964186806930229e-05]"
dog3-bird2,2024-02-08 11:14:39,"['K', 'C', 'A', 'B', 'G', 'D', 'J', 'M', 'L', 'H', 'P', 'N', 'Q', 'F', 'E', 'O']","[0.9747639298439026, 0.01871022954583168, 0.002034642966464162, 0.001795566058717668, 0.0008888696902431548, 0.00042648433009162545, 0.0003763711138162762, 0.00022125714167486876, 0.00014738902973476797, 0.0001341992465313524, 0.00011843042011605576, 5.955055166850798e-05, 4.7108369471970946e-05, 3.555926014087163e-05, 3.1875111744739115e-05, 2.90226216748124e-05]"
