image,response,timestamp,pred_label,pred_conf,pred_llm_judge
car1-chair3,A blue chair with a blue seat.,,chair,1.0,I
car5-oven2,A black car with a license plate.,,car,0.9938899,G
car6-knife1,A car wheel with a hubcap.,,car,0.7922346,G
car9-clock2,A vintage Volkswagen Beetle is parked in a lot.,,car,0.9965773,G
car3-dog2,A car is parked in front of a building.,,car,0.9996468,G
car8-bicycle2,"A car is shown in a blurry, distorted image.",,car,0.99818414,G
car7-dog3,A blurry image of a cat laying on a bed.,,cat,0.99998534,H
car7-bear1,A brown bear is laying on the ground.,,bear,0.9999919,B
car7-oven2,A black car is shown in a blurry picture.,,car,0.99933916,G
car5-bear3,A car is shown in a blurry picture.,,car,0.9990637,G
car7-car1,"Two cars are painted in red, black, and yellow.",,car,0.99848807,G
car9-cat1,A car is shown in a blurry photo.,,car,0.9995752,G
car4-bottle1,A collection of bottles and cans are stacked on top of each other.,,bottle,0.99999976,F
car9-bird1,A car with a blue wheel.,,car,0.99674207,G
car4-bear3,A close up of a dog's head.,,dog,0.9999782,K
car7-boat3,A colorful car with a man standing on top of it.,,car,0.99821115,G
car10-elephant2,A car is parked in front of a building.,,car,0.9996468,G
car2-chair1,A red seat in a movie theater.,,chair,0.99907124,I
car5-airplane3,A vintage car with a license plate B75777 is shown.,,car,0.9989679,G
car6-bottle1,"A collage of various bottles, including alcohol and condiments, arranged in a visually interesting manner.",,bottle,0.9999999,F
car4-bicycle3,A car with a broken windshield.,,car,0.99847,G
car10-dog1,A car is parked in front of a building.,,car,0.9996468,G
car2-bird3,A car with a dog in the back.,,car,0.9929912,"G, K"
car5-truck3,A yellow car with a license plate.,,car,0.9735199,G
car3-oven3,"A car is shown in a blurry, distorted image.",,car,0.99818414,G
car8-truck3,A yellow car with blue wheels.,,car,0.99815637,G
car4-cat3,A car is shown in a blurry photo.,,car,0.9995752,G
car3-airplane3,A blue sports car with a yellow stripe.,,car,0.9988656,G
car10-chair1,A red car is parked in a garage.,,car,0.99962485,G
car2-cat3,A car is shown with its tire and rim.,,car,0.95488757,G
car1-dog2,A blurry picture of a car with a motorcycle in the background.,,car,0.9881684,"G, P"
keyboard10-car1,A colorful painting of cars on a road.,,car,0.99980444,G
keyboard3-clock3,A bunch of clocks are arranged in a pattern.,,clock,1.0,J
keyboard4-keyboard2,A keyboard with black keys.,,keyboard,1.0,M
keyboard9-bear2,A black and white photo of a cat's head.,,cat,0.9999777,H
keyboard8-dog3,A keyboard with a cat's fur on it.,,keyboard,0.95346075,"M, H"
keyboard9-bicycle2,A bunch of silver car parts.,,car,0.9993037,G
keyboard8-truck3,A painting of a chair with a yellow background.,,chair,0.99999976,I
keyboard8-keyboard2,A black keyboard with white letters.,,keyboard,1.0,M
keyboard9-keyboard2,A black keyboard with a keypad.,,keyboard,1.0,M
keyboard9-chair2,A room full of wooden chairs.,,chair,1.0,I
keyboard3-elephant2,A brown leather texture.,,knife,0.36238456,X
keyboard7-truck2,A red car is in the background.,,car,0.9998996,G
keyboard8-airplane2,A painting of a rocky surface with yellow and blue tones.,,airplane,0.91282046,X
keyboard5-keyboard1,A close up of a keyboard with a few keys missing.,,keyboard,1.0,M
keyboard7-clock3,A bunch of clocks are on a wall.,,clock,1.0,J
keyboard5-dog3,A dog's face with a brown nose.,,dog,0.9999784,K
keyboard6-bicycle1,"A keyboard is shown in a close-up view, surrounded by a colorful and abstract background.",,keyboard,1.0,M
keyboard9-boat2,A blurry photo of a helicopter.,,airplane,0.99974126,X
keyboard1-car3,A red car is parked in front of a building.,,car,0.99941945,G
keyboard2-elephant1,"A close up of a wrinkled, textured surface.",,airplane,0.98138225,X
keyboard4-knife2,"A collage of various papers, including books, magazines, and newspapers, are arranged in a visually interesting manner.",,airplane,0.91210246,X
keyboard6-dog2,A laptop with a furry keyboard.,,keyboard,0.9999974,M
keyboard2-knife1,A close-up of a shoe with a lot of holes in it.,,bottle,0.36415812,X
keyboard4-bird1,A blue and white image of a shoe.,,airplane,0.85089904,X
keyboard8-oven1,A keyboard is shown in a blurry photo.,,keyboard,0.9999999,M
keyboard6-car2,A red car is in the center of the image.,,car,0.99886,G
keyboard3-car2,A colorful car is parked in front of a building.,,car,0.99964607,G
keyboard4-oven2,A blurry photo of a keyboard.,,keyboard,0.99999976,M
keyboard7-bear2,"A close-up of a white, furry object.",,dog,0.8739157,B. bear
keyboard4-truck3,A yellow truck is parked in a parking lot.,,truck,0.9999994,P
keyboard4-clock2,A bunch of clocks in a bunch of different shapes and sizes.,,clock,1.0,J
keyboard5-bird3,A piece of chocolate cake with a crumbly texture.,,oven,0.96577746,X
keyboard3-cat1,A guitar with a cat sitting on it.,,cat,0.99997306,H
keyboard5-airplane3,A close up of a keyboard.,,keyboard,1.0,M
keyboard9-truck3,"A colorful, abstract image of a computer mouse.",,airplane,0.5405381,X
keyboard1-airplane2,A blue and yellow picture of a toilet.,,airplane,0.31182873,X
keyboard2-clock1,A clock with a lot of numbers on it.,,clock,1.0,J
keyboard7-dog1,A brown and white fur is shown in a close-up.,,dog,0.88294894,X
keyboard5-bottle1,A large pile of bottles of alcohol.,,bottle,1.0,F
keyboard1-dog3,A close-up of a dog's face with a nose.,,dog,0.9999515,K
keyboard10-boat2,"A colorful, abstract image of a boat on the water.",,boat,0.9999999,E
keyboard7-bottle1,A bunch of bottles of different sizes and shapes.,,bottle,1.0,F
keyboard6-boat2,"A colorful, abstract image of a car.",,car,0.9994475,G
keyboard5-bicycle1,A pile of bicycle parts in a jumble.,,bicycle,0.9999995,C
keyboard3-bird3,A picture of a guitar with a lot of people in the background.,,airplane,0.9818819,X
keyboard4-cat2,"A close up of a furry, patterned fabric.",,dog,0.48205298,X
keyboard8-cat3,A keyboard with a few keys missing.,,keyboard,1.0,M
keyboard1-bear2,A close up of a white bear with a hole in its stomach.,,bear,0.9999485,B
keyboard1-clock1,A clock with a hole in the middle.,,clock,1.0,J
keyboard6-elephant1,A leather item with a zipper.,,bottle,0.98432875,X
keyboard7-chair3,A blue chair with a blue seat.,,chair,1.0,I
keyboard7-car3,A red car is surrounded by other red cars and a truck.,,truck,0.7107198,G
keyboard3-bicycle2,A bunch of silver metal objects are in a pile.,,airplane,0.45350474,X
keyboard5-oven2,A black and white photo of a cityscape.,,airplane,0.9536771,X
keyboard7-boat2,A colorful and abstract painting of a car.,,car,0.99995387,G
keyboard2-bicycle3,A close-up of a bunch of bicycle spokes.,,bicycle,1.0,C
keyboard10-oven3,A bunch of electronic devices are stacked up.,,keyboard,0.6553418,X
keyboard5-bear3,A close-up of a dog's fur.,,dog,0.99993205,H
keyboard2-bottle1,A bunch of bottles of different sizes and shapes.,,bottle,1.0,F
keyboard8-chair2,A large number of wooden chairs are arranged in rows.,,chair,0.9999999,I
keyboard1-elephant3,A close up of a crocodile's skin with a hole in it.,,elephant,0.9769241,X
keyboard6-chair1,A red chair with a person sitting in it.,,chair,1.0,I
keyboard1-bird2,A close up of a keyboard with a hole in the center.,,keyboard,0.99999905,M
keyboard7-oven2,A black and white photo of a building.,,airplane,0.9745198,X
keyboard6-knife2,A pile of books with a black cover.,,bottle,0.8417921,X
keyboard9-cat1,A cat is sleeping on a bed.,,cat,0.99999964,H
keyboard10-airplane3,A cell phone is shown in a blurry photo.,,airplane,0.9877934,X
keyboard3-boat1,A boat is on the water.,,boat,1.0,E
keyboard6-bear2,A keyboard and a cat are in the image.,,keyboard,0.57349896,"M, H"
keyboard5-cat1,A cat is laying on a bed with a piece of chocolate cake.,,cat,0.9999943,H
keyboard7-knife1,A bunch of scissors.,,knife,0.99993634,X
keyboard9-bird1,A blue and white keyboard.,,keyboard,1.0,M
keyboard9-elephant2,A brown and tan colored wallpaper with a textured design.,,clock,0.9115144,X
keyboard5-knife2,A bunch of scissors are on a table.,,knife,0.99973065,X
keyboard10-keyboard1,A close up of a piece of metal with text on it.,,bottle,0.61754984,X
keyboard10-truck1,"A red car in a colorful, abstract image.",,car,0.99926883,G
keyboard1-chair2,A bunch of chairs in a room.,,chair,1.0,I
keyboard6-bottle2,A bunch of wine bottles in a row.,,bottle,0.9999995,F
keyboard9-airplane3,A black and white photo of a keyboard.,,keyboard,0.9999999,M
keyboard4-bottle2,A bunch of wine bottles.,,bottle,0.9999999,F
bicycle1-chair1,A pink chair with a black seat and a black wheel.,2024-01-29 23:00:20,chair,1.0,I
